,Country,Name,Description,Latitude,Longtude
35,France,Angoueme,"Angoueme is 130 kimetres north-east of Bordeaux, in the Charente\xa0department of Poitou-Charentes. Standing on a rocky promontory, the town overoks the Charente River and Angoueme is surrounded by arge bouevards which stand above the origina ramparts that protected the town., Around the heart of Angoueme historic centre (which is cassified among the French Towns of Art and History) there are more than two kimetres of the ramparts remaining intact, whie the bouevards that fow the was are wide, open streets with good views across the surrounding countryside., Start your visit at Angoueme Tourist Office towards the east of the centre and near the 19th century market has, a good exampe of the iron and gass buidings of the period., , From here you can head into the town centre and the Town Ha, one of the most important monuments in Angoueme. The Town Ha was buit on the site of an earier chateau, of which just two towers now remain and are incorporated into the Town Ha buiding. The towers date from the 13th and 15th centuries, whie the remainder of the buiding was constructed in the 19th century., The other side of the square in front of the Town ha you can see the eegant facade of the Hote Saint-Simon, a 16th century townhouse with an ornatey decorated facade., Cse by you can see the neo-cassica stye Paace of Justice and the Church of Saint-Andre. The church was originay buit in the 12th century athough substantia additions are in the ater gothic stye and the facade dates from a 19th century reconstruction. Near the church take a ok at the curious anterne des morts., The Theatre, on the southern side of the Pace New York, has a decorative facade and was aso buit in the 19th century., Heading ang the ramparts on the southern side of the centre you wi reach the cathedra. The Romanesque Cathedra of Saint Pierre dates back 900 years but has been atered a great dea since. It is the ornatey decorated facade that hods the most interest, with 70 carvings depicting the story of the Ascension and the Fina Judgement., Fowing the crusades the magnificent domed churches of Constantinope and Eastern Europe had a marked affect on the architecture of some churches. St Marks Basiica in Venice is a particuary good exampe of this eastern infuence but in this area of France both Saint Pierres cathedra in Angoueme and Saint-Front cathedra in Perigueux, with their beautifu domed roofs, are good exampes of the Byzantine infuence., Continuing westwards the Chape of the Cordeiers is part of what was once an important monastic settement here - you can aso see traces of the cisters., Esewhere in the town you wi come across ts of other interesting buidings such as churches and chapes and severa grand townhouses, and a good number of shops and cafes in the open squares and the pedestrianised streets., , A nice way to continue your tour of the centre of Angoueme is to continue via Pace Beauieu, with its far-reaching views across the town and river, then take a stro through the extensive park under the ramparts to the west, which aso incudes various scuptures, water features and an anima park, then fow your way back through the town, ang the ramparts to the north and through the streets around the Pace du Minage, where you can see severa interesting townhouses., There are aso severa museums in the town, incuding a Museum of Fine Arts and an Archaeogy Museum. These are grouped together as the Museum of Angoueme in the town centre. Down by the river you can visit the Museum of Paper (the weath of Angoueme was based on the paper industry), and aso the Museum of Comic Books., The high point in the caendar of Angoueme is the Internationa Comic festiva that is hed in the town each January. This important event aso expains why you wi sometimes come across was painted in cartoon or trompe oei stye as you expre the town. The focus of this popuar event is the group of buidings near the Paper Museum., , Every September Angouemes roads becomes a race track and vintage cars from far and wide come to race in this wonderfu race that first took pace in 1939. The event starts on the Friday with a big parade of a the contestents, the Concours dEegance,\xa0 giving you the chance to admire up cse these cassic cars. On the Saturday anyone with a pre-1975 car can take part in the Tourist Ray through the ca countryside and then the big race takes part on Sunday. The townsfoks and visitors sit on top of the remparts and enjoy the race taking pace bew., See Angoueme Circuit des Ramparts for a guest artice describing the event., After expring the od town in Angoueme, compete your visit with a stro ang the banks of the Charente, or with a boat trip to see more of the picturesque scenery ang the river., Further afied there are various Charentais towns and viages to expre. Many of the viages have we maintained roman stye churches, whie our favourite town near Angoueme is Cognac to the west., You can find more trave ideas in the Charente guide and the Poitou-Charentes guide., ",45.67,0.15
36,France,Annecy,"Annecy is one of the most popuar towns in the Aps, and is a charming town in an attractive setting with woods, mountains and the ake dAnnecy a nearby. It has been cassified as a Town of Art and History in France., The town is found in the Haute-Savoie region of eastern France, on the shores of ake Annecy, 40 kimetres south of Geneva. Annecy is at the northern end of the ake of Annecy, and is 40 kimetres north-east of Aix-es-Bains. It occupies a strategic cation on historic trade routes between Itay, Switzerand and France., France This Way review: I cant recommend highy enough a trip to Annecy and ake Annecy. The ake with its mountain setting is gorgeous, it is surrounded by some pretty viages incuding Taires, a rea gem..., ...and Annecy itsef is a wonderfu town - very attractive and as it sits on the edge of a ake you can combine the peasures of the town with ts of water based activities., , - The Paais de \Ie, aso caed the od prison, was buit on an isand in the river in the 12th century. The Paais de \Ie was a court house and a prison and inside you can see the former prison ces and visit an exhibitition on the architecure and heritage. It is the symbo of the town and is among the most photographed monuments in a of France., - The Château dAnnecy (Annecy Caste) was the home of the Counts of Geneva. In the 16th century the caste entrance was fortified with a parapet wakway. The odest part of the caste is the Tour de a Reine which was buit in the 13th century. From the 17th century to the 1940s it was a barracks and today it houses a museum with exhibitions of Art and History of the area., - The Cathedra of Saint-Pierre buit in the 16th century was the cathedra of François de Saes, and is home to a number of artworks and baroque pieces from the 19th century. Outside the cathedra, the 16th century Hote ambert was home to Francis de Saes (bishop of Geneva from 1601-1622)., - The bishops paace, which adjoins the cathedra, was buit in the 18th century. Wak over the bridge to the garden of the bishops paace and ang the Quai Madame de Warens to the Rue de a Repubique., - The Porte Sainte-Caire gate is one of the gateways into the town and next to it is the Ga House which has an 18th century facade. From here you can take the Pass. Nemours which cimbs steepy to the caste., - Another reigious monument is the church of Saint-Maurice which has a famboyant gothic stye of the 15th century, and houses some very interesting paintings from the 15th and 16th centuries., From the Pont de a Repubique you have a vey view over the Thiou river. The Thiou is one of the shortest rivers in Europe. It is just 3.5 km ng, most of which is in the canas running through Annecy making it such a beautifu city - the Venice of the Aps., When you have expred Annecy take the Quai Napoeon III to the Jardins de  Europe. These andscaped gardens date back to 1863 and are a peasant pace to reax. From here cross the deightfu Pont des Amours (vers Bridge). This deicate-oking iron bridge was constructed in 1907.\xa0, From here you can take the vey wak ang the ake edge to the Impéria Paace. This opened in 1913 and was renovated in the 1980s to make a uxury hote and casino. There is aso a pubic garden and a beach., One of the nice things about the ake here is the constant activity. Ang the ake edges are peope jogging, waking, roerbading or just sat on the grass on the edge of the ake. Wonderfu!, , On the edge of town is the Basiique de a Visitation buit in the 20th century, home of the tomb of François de Saes and Jeanne de Chanta - both buried in rich copper sarcophaguses, and offers a magnificent view of the town., After visiting the city be sure to aso find time to expre ake Annecy and the pretty viages around its edges: see the ake Annecy guide., You can find more trave ideas in the Haute-Savoie guide and the Rhone-Apes guide., ",45.899,6.1284
37,France,Annot,"Annot is a viage to the south-east of the Apes-de-Haute-Provence department, in the Aps of Provence. A sma viage, Annot is in an enviabe cation surrounded by steepy sping wooded his and\xa0scenery and cascading streams and rivers., The viage itsef is amost part of the mountain - enormous bouders surround and are part of the viage, with houses buit against the great sandstone rocks., A popuar way to reach the viage is on the itte train that runs between Digne-es-Bains and Nice. This is a good way to admire the scenery as the train (the Train des Pignes) winds between the trees and the rocks to arrive at the viage. The Annot train aso stops at nearby Entrevaux making for a nice trip with the visits combined., On reaching Annot, pass through one of the ancient gateways through\xa0the ramparts that originay defended Annot to reach the odest part of the viage, a region of\xa0attractive narrow streets ined with 14th century medieva houses, arcades and arched passages, and\xa0a vey pace to expre., There are numerous sma features waiting to be discovered around every corner, from a sma ancient fountain or washouse to intricatey carved door intes. Bew the viage you can see the od stone bridge across the River Vaire. The church and donjon merit a visit, then finish with a stro in the shady square in front of the town ha., Cse to Annot be sure to see the Chape of Vers-a-Vie with the ciffs rising precipitousy on either side and\xa0the Tempar church at the nearby hamet of Verimande., The rocks around Annot, known as the Grés dAnnot, can be expred on an organised wakway in and around the viage caed the route of the Bedroom of the King., Nearby you shoud aso visit Casteane, another picturesque viage about 18km from Annot. There are aso ts of smaer viages hidden in the vaeys and ciffs nearby, and a great dea of stunning scenery to enjoy with numerous sma akes, ciffs and rock formations. The area is aso very popuar\xa0with rock-cimbers., You can find more trave ideas in the Apes-de-Haute-Provence guide and the Provence guide., Booking.com: best prices, For great prices on car hire throughout France and Corsica pease visit our recommended partner at RentaCars.com, Entrevaux, The narrow medieva streets and the citade on the hi above the viage are among the highights in Entrevaux, Casteane, The sma town of Casteane has a peasant historic centre and is dominated by the ciff and chape of the Roc , Comars-es-Apes, In the mountain viage of Comars highights incude the Fort de Savoie and fortified medieva gateways, Gorges du Verdon, These gorges in northern Provence are one of the most impressive scenic highights in France, Bargeme, More than 1000 metres above sea-eve, it is no surprise that the views are as much part of the attraction as the historic viage in Bargeme, Trigance, Trigance is a charming sma viage and caste to the east of the Gorges du Verdon, ... or see A recommended paces to visit in Apes-de-Haute-Provence, Address: Annot, Casteane, Provence, 4240, France || GPS coordinates: atitude 43.965, ngitude 6.6694, Reguar market(s) are hed in Annot each Tuesday. (Markets are hed in the morning uness stated.), The French version of this page is at Annot (Francais), We can hep you visit any town, viage or region of France..., ① Ideas & inspiration ② Maps of France ③ Expre by region ④ Route panner ⑤ Paces (by dept.), France This Way copyright 2006 - 202",43.965,6.6694
38,France,Anse,"Anse is a quiet town in the Rhone department, 29 kimetres north of yon. It was an important town in Ga-Roman times and there are sti a number of buidings which testify to its important past., Anse has a number of defensive buidings due to the key position it once hed on the route between yon and Macon. One of these is the Chateau des Tours, a 13th century caste which now houses a sma museum of archeogy. This has a wonderfu Ga Roman mosaic for. The caste has a round keep and a semi-circuar tower and a rectanguar buiding inking the two., , There are various remaining parts of the origina Ga Roman ramparts in the town as we as the Castrum Tower which is one of seven towers buit in Anse by the Romans. The mairie has a Ga-Roman for which was discovered in 1864., The medieva od town of Anse is party within the origina Ga-Roman Castrum. Buidings here incude 15th century houses and a communa bread oven., The Chape of St Cyprien is one of the odest churches in France. Written records of the 13th century mention the chape but its foundations are a t oder than this, and examination of the was reveas a fishbone pattern of construction which was popuar in Roman times. Church services stopped here during the 17th century and are now hed in the church of Saint-Pierre., The egise of Saint Pierre had its steepe destroyed during bombing raids in the second word war. This was repaced with a concrete steepe, then repaced again in 2005 with an unusua modern steepe of stee. Personay I thought it oked rather odd and woud have just rebuit the origina in stone..., There is aso a sma museum in Anse dedicated to the first word war, with rooms containing artefacts from the period 1914-1918 as we as anecdotes and information about some of the major battes. The museum has quite restricted opening hours and visits are ony by reservation: see www.ecobeauva.com for detais., , If you are visiting Anse during the hot summer period you can take the tiny narrow gauge train - e Petit Train- to the ca ake where you can enjoy a number of water sports., The region around Anse is known as the Pierres Dorées region, the Goden Stone region, due to the vey goden yew stone used for buiding in the area. Anse is of course in the Beaujoais wine region of France and so a visit to some of the ca vineyards for a spot of winetasting is amost obigatory!, Another town near to Anse is Trevoux, a few kimetres to the east, and you wi enjoy an excursion to expre the viages west of here such as Oingt, Theize and Bagnos., You can find more trave ideas in the Rhone guide and the Rhone-Apes guide., ",45.935,4.718
39,France,Ansouis,"Ansouis is a sma viage in the\xa0uberon region of Provence, to the east of urmarin and north of Pertuis and Aix-en-Provence. The viage is isted as one of the most beautifu viages in France., The viage of Ansouis is typica of those in the region with quaint medieva houses, some dating back to the 15th century, and quiet ancient streets. The viage spreads down the side of the hi, with a caste above and trees and gardens between the streets adding further to the appea of Ansouis, France This Way review: there are numerous pretty viages in the uberon, and athough Ansouis is one of the east visited we aso found it to be one of the most attractive: the quiet streets are an added bonus for visitors who venture here after visiting viages such as urmarin and Gordes!, , There is a arge car park from where the historic centre of Ansouis is easiy reached and which is free to use - unike many of the viages in the region where you pay to park a considerabe distance from the viage centre!, As soon as you enter the centre of Ansouis you come across many features, such as the traditiona washhouse and a sma ornate fountain, intricate doorways and curious stone ornamentations. The one thing you wi not find is ts of shops and cafes: there is a sma shop and one cafe near the entrance to the viage but otherwise very few commerces., As you wak up through the viage you wi pass a decorative campanie on top of a ccktower to reach the ancient Church of Saint-Martin. Dating from the 13th century, the church is entered via an imposing series of semi-circuar steps and the inside hods some interesting furnishings. The was inside the church retain a t of their origina decorative painting, incuding a painted curtain between the nave and the atar: athough the paint is now in quite a poor condition it adds a great dea to the charm of the church., There is aso a sma museum to visit on the edge of Ansouis, with an ecectic mix of objects ranging from arge scae statues of seaife to exampes of stained gass: see the Extraordinary Museum of Georges Mazoyer for detais., The caste, the Chateau dAnsouis, stands above the viage on top of the hi and is open for visits. It dominates the views of Ansouis and is the most important historic monument here. The caste dates originay from the 10th century athough it has been modified many times since, principay because the origina defensive roe was st (originay the caste protected the road between Aix-en Provence and Apt)., Much of the caste we see today incuding the main facade to the south dates from the 17th century, as do the furnishings and tapestries that furnish the interior, athough significant parts of the earier fortified caste can sti be seen as we: so during your visit you wi notice that some parts of the chateau are medieva in stye and other parts renaissance in stye., The typicay French stye Provenca gardens and terraces around the outside are very attractive, whie the views from the terrace across the surrounding countryside are aso exceptiona., , \xa0, Ansouis is one of the ess we known of the uberon viages, which incude severa of the most visited (and most beautifu!) viages in France, and about 35 kimetres from the famous viages of the region such as Menerbes and Gordes. The viage and caste at urmarin is aso cse by and a peasure to expre, and a arger town to visit here is Pertuis., See the uberon guide for detais of the many attractions of the region., Expre esewhere in the uberon. You can find more trave ideas in the Vaucuse guide and the Provence guide., ",43.7383,5.46389
40,France,Antibes,"Antibes is a resort town on the French Riviera between Cannes and Nice. It is adjacent to Juan-es-Pins (which is the other side of the Cap dAntibes peninsua) and faces across the Baie des Anges (as does nearby Nice)., France This way review: Antibes is one of the most attractive and interesting paces to visit on this section of the coast, with a the ingredients you coud hope for: an attractive sea-facing area, historica buidings, an interesting od town with a traditiona market, and a seection of museums. Most important for visitors, there is aso a ivey, busting fee to the town., The od town in Antibes is very peasant to expre, with a mass of narrow winding streets ined with pretty houses, designer shops and boutiques, and cafes and bars. The historic centre of Antibes is sti surrounded by the defensive ramparts buit by Vauban., , There are a few sites of historica interest here in the centre of Antibes, incuding the medieva church towers and the 16th century fortress, cse together and near the sea., The Cathedra of Notre-Dame-de-Patea in Antibes has origins in the 12th century but has been argey rebuit in recent centuries. The stone betower is separated from the cathedra by a sma chape., The cathedra highights incude the 18th century doors and the atarpiece and other reigious artefacts inside, severa of which date from the 15th century., You wi aso come across ts of sma highights around the centre of Antibes, such as traditiona fountains and sma squares surrounded by ancient houses which provide much of the appea of the town., There is a very good covered market in the centre of the town where you can buy a manner of fresh produce as we as hand crafted artisan items - I was peased to see that the focus was on quaity food products (cheeses, spices, fruit, sausages etc) rather than the tack that sometimes takes over traditiona French markets..., There are aso a coupe of carefuy aid out gardens that shoud be visited whie you are here: the botanica gardens of Via Thuret and the substantia Exfra Park are among the most visited., The gardens at Eienroc Via are aso exceptiona and have vey sea views as a backdrop., , In the Grimadi caste you can visit the Picasso museum, one of Antibes most renowned attractions. Picasso ived in the Antibes-Juan-es-Pins region for a arge part of his ife, and had a studio in the Grimadi caste for a few months after the second word war., In addition to some 50 works by Picasso (mosty minor by comparison with his more famous works, but fascinating nonetheess), the museum aso has a good coection of works by other modern artists popuar around the midde of the 20th century such as Joan Miro and Max Ernst., Other museums in Antibes incude one dedicated to Napoeon, and a ca archaeogy museum in the defensive was of the town to the west., The harbour area of Antibes is the pace to go to admire ts suitaby impressive oversized yachts. You can then concude your Antibes visit with a stro ang the seafront, and some vey views across the Baie des Anges and ang Cap dAntibes., If you woud ike a nger wak you can fow the Smuggers Path ang the coast from the Page de a Garoupe (on the eastern side of Cap dAntibes)., The coast around Antibes features many kimetres of beaches to suit a tastes - incuding pubic and private (paid) sections. The pubic beaches, especiay the more easiy accessibe, get rather crowded in the summer - as you might have guessed!, The main beach in the centre of Antibes is the Page de a Gravette, a sandy beach next to the ramparts. The other popuar ca beaches are ang the eastern side of Cap dAntibes and incude the Page du Pontei and the Page de a Sais just a short distance south of the town. Both are very attractive sandy beaches., , The route that fows the coast around the Cap dAntibes to reach Juan es Pins has ts of beautifu coasta scenery and gimpses of uxury vias where the rich and famous of Antibes ive., Expre esewhere in the Cote dAzur. You can find more trave ideas in the Apes-Maritimes guide and the Provence guide., ",43.5808,7.12389
41,France,Antraigues-sur-Voane,"Antraigues is a medieva perched viage cated about 15 kimetres north of Aubenas and is one of the isted viages of character to be found in Ardeche department., The approach from Aubenas passes through Vas-es-Bains then rapidy cimbs into a very attractive vaey unti suddeny the viage appears ahead of you, perched on top of a hi above the Voane and Bise rivers which meet in the vaey bew the viage., France This Way review: athough it is a sma viage it is we worth the effort to visit Antraigues-sur-Voane both for the viage itsef, which in 2014 was voted one of the favourite viages of the French, and for the vey Ardeche scenery around the viage., , At the point where the viage of Antraigues-sur-Voane first comes into sight there is space for a coupe of cars to park, and a footpath that runs up to the viage - a nice way to arrive. Aternativey there is parking avaiabe in the viage if it is hot and you dont fee ike cimbing a hi!, The centre of the viage is based around a arge open square with shady trees, a fountain and a sprinking of cafes., There are aso severa streets running off from the main square and down the hi which you wi enjoy expring, in particuar those around the church. These often have feeting attractive views of the surrounding his and countryside between the ancient granite buidings., The Chape of Saint-Roch can be seen here, as we as a tower that stands above the viage (now the church betower, and originay the keep for the medieva caste that once stood here)., In the centre of Antraigues you can find a sma supermarket and a coupe of other practica shops, usefu if you are staying in the region. The viage aso has a reputation for the number of artists that ive nearby, and frequent exhibitions are hed of works by ca painters in Antraigues-sur-Voane., , Cse to the viage you can expre the pretty river vaey, see the cascade despossard and see an unusua rock formation caed the Rocher du Fromage - formed from basatic coumns, as we as the ciffs and steep vaeys that surround Antraigues-sur-Voane., A itte further and you can visit severa other Ardeche viages of character such as Meyrat, Thueyts and Jaujac, and there are numerous opportunities to enjoy the countryside of the Natura Regiona Parc of the Monts dArdeche which surround Antraigues., You can find more trave ideas in the Ardeche guide and the Rhone-Apes guide., ",44.7192,4.35833
42,France,Anzy-e-Duc,"Anzy-e-Duc is in southern Burgundy, to the south of Paray-e-Monia. A sma, pretty viage with some vey traditiona houses that is set peacefuy in the roing Burgundy countryside, the principa attraction here is the Priory of Anzy-e-Duc., A monastery was first founded here in the ninth century, and gained fame because Hugues de Poitiers, an inspirationa character at that time, became a prior at the church. Hugues de Poitiers went on to be a founder of the famous abbey at Cuny., The reics of Hugues de Poitiers were kept in the church at Anzy-e-Duc after his death and attracted so many pigrims to the church that a decision was made to repace the origina church with a arger version. The current church was buit to repace the origina buiding in the 11th - 12th centuries athough the crypt from the earier church was retained and can sti be seen today., The buiding was damaged and abandoned during the 16th - 18th centuries, in particuar during the Wars of Reigion, but found a new ife from the 19th century onwards when it was repaired and started to be used as the ca viage church., , The church and viage of Anzy-e-Duc are perhaps best described as sma but perfecty formed and a visit is recommended when you are in the region., The church is we known as a good exampe of Burgundy Roman stye church architecture and has severa notabe highights dating from that period. In particuar the carvings around two of the doorways and the capita stones inside the church are impressive exampes of roman stye workmanship., Athough the church is the principa part of the priory of Anzy-e-Duc that can sti be seen today, some of the other priory buidings can aso be seen adjacent to the church., The first unusua feature you wi notice from the outside is the octagona be tower, with its three eves of arched windows and stone carvings. Esewhere around the outside of the church there are various stone carvings and gargoyes, cuminating in the 12th century carvings around the entrance doorways to the south and west of the church., Inside the church is aso distinguished by the beautifu decoration and vibrant frescoes it contains, especiay in the choir area, and by further stone carvings such as the capitas at the top of the coumns are carved into statues of peope, pants and animas representing Bibica stories., Beneath the choir of the church at Anzy-e-Duc there is an 11th century crypt, which for severa centuries hed the reics of Hugues de Poitiers. The crypt somehow became forgotten, then ater used as a storage area, but has recenty become reincorporated in the church and can now be seen during a visit., , Note: during summer months nocturna visits to the church are often arranged, giving a rare and wecome chance to better recapture the history of the priory., Enthusiasts of roman and reigious stye architecture wi want to aso visit the church at Semur-en-Brionnais and the Abbey at\xa0Cuny whie in this part of Burgundy. We aso suggest a stro around the viage of Marcigny a few kimetres south of here., You can find more trave ideas in the Saone-et-ire guide and the Burgundy guide., Booking.com: best prices, For great prices on car hire throughout France and Corsica pease visit our recommended partner at RentaCars.com, Semur-en-Brionnais, As we as the pretty viage itsef, you can aso visit the Chateau de Saint-Hugues and Coegiae Saint-Hiaire in Semur-en-Brionnais, Paray-e-Monia basiica, Paray-e-Monia basiica is an impressive 12th century church in the romanesque stye, Paray-e-Monia, The 12th century abbey and other buidings and the pretty setting make the Basiica du Sacré-Coeur at Paray-e-Monia one of the most visited sites in France, apaisse, The renaissance stye Chateau de a Paice, its interna decorations and its gardens are the main highight when you visit apaisse, Cuny, As we as one of the most visited abbeys in France Cuny aso has a picturesque town centre to expre, Vichy, The spa town of Vichy is best known for its botted water and as centre for the government of unoccupied Fraance during the Second Word War, ... or see A recommended paces to visit in Saone-et-ire, Address: Anzy-e-Duc, Marcigny, Charoes, Burgundy, 71110, France || GPS coordinates: atitude 46.32, ngitude 4.0608, The French version of this page is at Anzy-e-Duc (Francais), We can hep you visit any town, viage or region of France..., ① Ideas & inspiration ② Maps of France ③ Expre by region ④ Route panner ⑤ Paces (by dept.), France This Way copyright 2006 - 202",46.32,4.0608
43,France,Apremont-sur-Aier,"Apremont-sur-Aier is found in the Cher department, 15 kimetres south-west of Nevers and on the border with the Burgundy region. It was between the two word wars that Apremont started to appear as it now does, when two gentemen of the viage set to, removing a unattractive buidings, and constructing new houses in the traditiona stye., Historicay a viage of quarries, it is from the ca rock that the viage is buit - notaby the cathedra at Oreans is buit from the same ca stone., Apremont-sur-Aier is a sma viage, and your visit has three parts: a wak ang the riverside of the Aier, a wak ang the main street through the viage, and a visit to the gardens of the Parc Fra of the caste., , The principa reason that peope visit Apremont-sur-Aier is for the attractive gardens, the Parc Fra, in the park of the Chateau dApremont., These gardens, that were panted ess than 20 years ago, fow the stye of 18th century andscaped gardens: streams fw past meadows, unusua trees cast their shade, and vauted wisterias invite you to wak underneath. The garden is cassified as a remarkabe garden of France., The range of pants and fwers that you see during a visit is quite exceptiona and it is a very attractive garden to reax in, and to stro across the Pagoda bridge. As part of your visit you wi see the bevedere that overoks the viage of Apremont-sur-Aier., There is aso a museum in the stabes of the chateau which contains various carefuy restored horse-drawn carriages., The Chateau dApremont itsef is not open to the pubic, athough you wi see it from the outside from amost everywhere in the viage. The caste has its origins in the 15th century, athough a arge part of the origina caste has disappeared over the centuries, and new parts have been added., After expring the Parc Fra you can visit the viage itsef, on the Aier River and cassified among the most beautifu viages in France., The viage is overoked by the chateau, which is aso very pretty: as you wak ang the river banks you can ony admire the work of those responsibe for the rebuiding of the viage and it is easy to forget that many of the medieva houses you see are in fact 20th century reconstructions of ancient houses., , Particuar highights in the region around Apremont-sur-Aier incude the abbey at Fontmorigny to the west and the cathedra and Dukes Paace at Nevers., You can find more trave ideas in the Cher guide and the ire Vaey guide., Booking.com: best prices, For great prices on car hire throughout France and Corsica pease visit our recommended partner at RentaCars.com, Nevers, The ancient centre of Nevers contains severa interesting monuments and houses dating from the 12th century, a Charite-sur-ire, In a Charité-sur-ire you can visit the abbey church and other monastery buidings, Souvigny, The Priory Church of Saint-Peter and Saint-Pau with the tombes of the Dukes of Burgundy reminds us how important the quiet town of Souvigny was 500 years ago, Mouins, In the historic centre of Mouins it is the cathedra that is the most imposing monument, Sancerre, The pretty viage of Sancerre is best known for the famous wines of the same name produced nearby - and to be samped in the viage!, Herisson, The ruined caste and the historic centre ang the banks of the Aumance river are the principa attractions in Herisson, ... or see A recommended paces to visit in Cher, Apremont-sur-Aier is cassified as a one of the most beautifu viage in France (pus beau viages), Address: Apremont-sur-Aier, Guerche-sur-Aubois, Saint-Amand-Montrond, ire Vaey, 18150, France || GPS coordinates: atitude 46.9, ngitude 3.08, The French version of this page is at Apremont-sur-Aier (Francais), We can hep you visit any town, viage or region of France..., ① Ideas & inspiration ② Maps of France ③ Expre by region ④ Route panner ⑤ Paces (by dept.), France This Way copyright 2006 - 202",46.9 g,3.08
44,France,Apt,"The town of Apt is cated on the Coun River at the eastern end of the uberon Natura Parc north of Aix-en-Provence and east of Avignon - it is in a fine cation with uberon to one side and the Vaucuse his to the other., Perhaps best described as a ived in town rather than a tourist town, Apt has a ng history dating back to Roman times - and each epoch has eft its mark on the city, waiting to be reveaed by the patient exprer., The most important monument in the town is the baroque stye Cathedra of Saint Anne,\xa0buit over the course of severa centuries (11th to 17th). There are ts of features to discover in the cathedra, incuding a good number of decorative stone carvings, two very ancient crypts, and the ornatey decorated Chape of Saint Anne. You can aso visit the treasury in the cathedra sacristy., , In the historica centre of Apt around the cathedra there are a network of od streets and houses with interesting features, and open squares with quiet fountains to discover, sti argey encirced by the origina ramparts of the town., You wi notice in particuar the two towers with their traditiona provença\xa0ironwork campanies such as the one on the origina stone entrance to the city at Porte de Saignon., Other features to discover incude a sma amount of\xa0excavated Roman ruins and a substantia tower in the ramparts caed the Tour de Hôpita., The main market is hed on Saturday, and Apt aso has a popuar farmers market on a Tuesday with an impressive range of produce avaiabe., The market at Apt is the most important and impressive market in the region, it does mean that Saturday can aso get very busy during the summer...but is\xa0aso the best time to visit., , The main Museum of Apt incudes two parts, the Musée de Aventure Industriee\xa0which oks at important industries in the region such as ochre extraction and pottery manufacture, and the Museum of History and Archaeogy., A second museum in Apt, the Maison du Parc du uberon, is dedicated to the uberon region incuding fossi finds in the region., There is a gaery dedicated to the ca speciaity - the Faience dApt - at 20 rue Eugéne Brune (see Faïencerie dApt for detais)., The viages and scenery of the uberon region make it one of the most visited and most attractive regions of France. See the uberon guide for information., You can find more trave ideas in the Vaucuse guide and the Provence guide., Booking.com: best prices, For great prices on car hire throughout France and Corsica pease visit our recommended partner at RentaCars.com, Saint-Saturnin-es-Apt, It is true that Saint-Saturnin-es-Apt is arger and ess visited by tourists than many of the uberon viages, but find the time and you wi discover another scenic sma town, Roussin, As we as the orange houses of the viage you can expre the ancient ochre mines just bew Roussin, The Ochre Footpath of Roussin, The Ochre mines of Roussin are eroded into beautifu cours and shapes and fascinating to expre, Bonnieux, ess visited than some of the uberon viages, the upper town in Bonnieux and the views from the top of the hi make it very peasant to visit, acoste, The sma viage of acoste, one of the most beautifu in the uberon, stands bew the caste of the Marquis de Sade, Chateau de acoste, The chateau de acoste is an 11th century caste in Provence, known for its connection with the Marquis de Sade, ... or see A recommended paces to visit in Vaucuse, Apt is cassified as a recommended detour town (pus beau detour), Address: Apt, Provence, 84400, France || GPS coordinates: atitude 43.8769, ngitude 5.39694, Reguar market(s) are hed in Apt each Saturday. (Markets are hed in the morning uness stated.), The French version of this page is at Apt (Francais), We can hep you visit any town, viage or region of France..., ① Ideas & inspiration ② Maps of France ③ Expre by region ④ Route panner ⑤ Paces (by dept.), France This Way copyright 2006 - 202",43.8769,5.39694
